ts,open,high,low,close,volume
1780066600000,2323.09,2325.41,2319.45,2323.09,213.9
1780067500000,2321.9,2324.22,2317.17,2321.9,186.49
1780068400000,2333.91,2338.3,2330.73,2333.91,286.17
1780069300000,2330.41,2334.59,2322.73,2330.41,69.44
1780070200000,2321.24,2325.64,2318.91,2321.24,218.49
1780071100000,2305.88,2308.87,2302.73,2305.88,375.31
1780072000000,2292.26,2296.74,2289.97,2292.26,102.08
1780072900000,2284.99,2292.3,2276.44,2284.99,339.55
1780073800000,2286.52,2288.8,2284.23,2286.52,200.22
1780074700000,2286.2,2288.49,2280.83,2286.2,316.71
1780075600000,2293.97,2296.26,2291.67,2293.97,171.2
1780076500000,2296.41,2298.71,2294.11,2296.41,162.35
1780077400000,2300.7,2303.97,2298.4,2300.7,291.92
1780078300000,2313.59,2315.91,2306.52,2313.59,108.84
1780079200000,2313.06,2315.37,2310.74,2313.06,372.28
1780080100000,2304.6,2307.19,2302.29,2304.6,65.39
1780081000000,2291.95,2294.24,2289.66,2291.95,357.32
1780081900000,2280.59,2282.87,2276.9,2280.59,380.98
1780082800000,2287.43,2291.8,2283.91,2287.43,389.81
1780083700000,2285.65,2287.94,2281.91,2285.65,227.47
1780084600000,2289.79,2293.75,2287.32,2289.79,243.14
1780085500000,2273.12,2275.4,2270.85,2273.12,324.65
1780086400000,2270.4,2274.1,2260.86,2270.4,224.52
1780087300000,2271.57,2275.43,2269.3,2271.57,203.34
1780088200000,2274.65,2277.77,2271.1,2274.65,152.15
1780089100000,2266.85,2271.04,2264.58,2266.85,281.98
1780090000000,2262.39,2265.5,2260.13,2262.39,227.37
1780090900000,2246.32,2248.57,2243.14,2246.32,120.82
1780091800000,2242.58,2251.08,2238.62,2242.58,321.77
1780092700000,2257.24,2259.5,2254.99,2257.24,119.16
1780093600000,2270.28,2272.55,2268.0,2270.28,310.78
1780094500000,2265.42,2270.74,2260.97,2265.42,363.1
1780095400000,2272.23,2276.35,2267.87,2272.23,172.16
1780096300000,2274.53,2281.9,2272.25,2274.53,90.45
1780097200000,2262.56,2266.49,2260.3,2262.56,84.54
1780098100000,2257.64,2259.9,2255.39,2257.64,397.03
1780099000000,2269.97,2276.89,2267.09,2269.97,158.07
1780099900000,2262.46,2264.86,2260.19,2262.46,95.12
1780100800000,2282.61,2284.89,2280.33,2282.61,146.1
1780101700000,2275.52,2281.16,2269.84,2275.52,398.87
1780102600000,2281.89,2284.95,2279.61,2281.89,276.85
1780103500000,2284.33,2290.54,2282.04,2284.33,266.15
1780104400000,2285.51,2287.8,2283.23,2285.51,265.88
1780105300000,2286.97,2289.26,2283.85,2286.97,164.48
1780106200000,2274.98,2277.25,2269.48,2274.98,356.98
1780107100000,2281.1,2283.38,2277.19,2281.1,260.81
1780108000000,2274.69,2277.2,2272.19,2274.69,94.95
1780108900000,2270.82,2275.31,2268.5,2270.82,99.91
1780109800000,2279.01,2284.94,2274.39,2279.01,282.91
1780110700000,2270.88,2273.15,2268.61,2270.88,272.69
1780111600000,2280.41,2285.27,2278.13,2280.41,373.6
1780112500000,2287.48,2289.76,2285.19,2287.48,227.17
1780113400000,2281.51,2283.8,2278.18,2281.51,295.99
1780114300000,2284.78,2287.89,2279.94,2284.78,126.36
1780115200000,2296.0,2300.09,2293.26,2296.0,377.99
1780116100000,2293.73,2297.21,2291.44,2293.73,355.39
1780117000000,2294.6,2297.71,2289.96,2294.6,105.44
1780117900000,2301.53,2303.83,2299.23,2301.53,343.62
1780118800000,2311.62,2314.52,2309.31,2311.62,209.76
1780119700000,2331.77,2334.11,2326.06,2331.77,249.77
1780120600000,2349.55,2352.02,2347.07,2349.55,129.62
1780121500000,2356.62,2358.97,2354.16,2356.62,95.99
1780122400000,2350.77,2355.16,2348.42,2350.77,347.35
1780123300000,2346.68,2349.52,2344.33,2346.68,236.01
1780124200000,2360.26,2362.62,2357.9,2360.26,215.54
1780125100000,2349.36,2351.71,2347.01,2349.36,131.36
1780126000000,2351.05,2354.31,2347.93,2351.05,252.56
1780126900000,2336.87,2343.22,2334.53,2336.87,388.05
1780127800000,2334.74,2341.11,2331.85,2334.74,106.41
1780128700000,2332.1,2337.09,2329.1,2332.1,145.79
1780129600000,2340.07,2343.99,2336.63,2340.07,272.9
1780130500000,2347.98,2350.32,2337.94,2347.98,359.91
1780131400000,2365.35,2368.15,2362.98,2365.35,53.0
1780132300000,2370.33,2374.86,2367.96,2370.33,210.97
1780133200000,2376.26,2384.82,2372.09,2376.26,293.83
1780134100000,2375.16,2380.99,2370.4,2375.16,162.09
1780135000000,2391.58,2393.97,2389.19,2391.58,153.92
1780135900000,2389.62,2392.01,2387.23,2389.62,92.87
1780136800000,2389.77,2396.79,2386.83,2389.77,253.47
1780137700000,2390.51,2392.9,2388.12,2390.51,276.26
1780138600000,2377.78,2384.19,2372.6,2377.78,337.29
1780139500000,2377.01,2379.39,2374.63,2377.01,178.02
1780140400000,2386.45,2393.57,2383.82,2386.45,287.2
1780141300000,2375.34,2377.72,2372.7,2375.34,98.15
1780142200000,2383.26,2388.6,2380.87,2383.26,142.23
1780143100000,2383.85,2386.24,2380.35,2383.85,380.97
1780144000000,2386.51,2388.89,2383.92,2386.51,212.09
1780144900000,2398.01,2400.41,2394.24,2398.01,202.22
1780145800000,2400.71,2403.11,2398.31,2400.71,69.78
1780146700000,2420.44,2422.86,2418.01,2420.44,204.67
1780147600000,2416.18,2420.06,2413.25,2416.18,137.56
1780148500000,2420.94,2423.36,2417.66,2420.94,108.58
1780149400000,2424.18,2426.61,2421.13,2424.18,395.22
1780150300000,2411.88,2415.44,2407.49,2411.88,333.71
1780151200000,2434.14,2438.12,2427.95,2434.14,367.92
1780152100000,2454.85,2459.28,2452.39,2454.85,127.97
1780153000000,2450.61,2453.06,2448.16,2450.61,346.8
1780153900000,2461.56,2464.02,2459.1,2461.56,321.45
1780154800000,2444.9,2447.56,2442.45,2444.9,376.16
1780155700000,2451.67,2454.12,2449.22,2451.67,212.94
1780156600000,2453.46,2460.3,2450.86,2453.46,388.94
1780157500000,2449.97,2452.42,2447.52,2449.97,220.37
1780158400000,2445.72,2448.16,2443.27,2445.72,247.55
1780159300000,2452.0,2454.45,2449.55,2452.0,131.48
1780160200000,2438.35,2440.79,2431.61,2438.35,138.51
1780161100000,2432.47,2436.59,2430.04,2432.47,70.68
1780162000000,2426.51,2428.94,2424.08,2426.51,307.16
1780162900000,2421.31,2423.73,2418.41,2421.31,100.76
1780163800000,2428.59,2431.02,2425.32,2428.59,249.67
1780164700000,2408.35,2412.14,2405.94,2408.35,192.37
1780165600000,2420.18,2422.6,2415.44,2420.18,351.04
1780166500000,2424.62,2428.62,2419.38,2424.62,311.74
1780167400000,2437.5,2440.42,2435.06,2437.5,123.27
1780168300000,2446.53,2450.09,2444.08,2446.53,350.52
1780169200000,2445.49,2447.99,2443.04,2445.49,221.27
1780170100000,2446.46,2448.9,2443.85,2446.46,126.63
1780171000000,2440.13,2443.31,2435.37,2440.13,224.79
1780171900000,2424.48,2428.38,2420.26,2424.48,54.11
1780172800000,2421.23,2424.09,2418.73,2421.23,225.47
1780173700000,2411.71,2414.13,2409.3,2411.71,352.06
1780174600000,2410.37,2412.78,2407.96,2410.37,149.91
1780175500000,2409.49,2411.9,2407.03,2409.49,350.22
1780176400000,2401.38,2403.79,2395.12,2401.38,211.43
1780177300000,2413.22,2421.59,2410.8,2413.22,268.83
1780178200000,2407.14,2411.01,2404.08,2407.14,345.02
1780179100000,2417.48,2419.9,2415.07,2417.48,224.69
1780180000000,2422.48,2424.9,2420.06,2422.48,200.82
1780180900000,2425.52,2427.95,2423.1,2425.52,134.39
1780181800000,2414.46,2416.88,2411.73,2414.46,314.43
1780182700000,2407.93,2410.34,2404.96,2407.93,63.47
1780183600000,2414.16,2416.57,2409.84,2414.16,343.86
1780184500000,2407.95,2410.36,2403.38,2407.95,298.76
1780185400000,2385.77,2388.15,2383.13,2385.77,54.47
1780186300000,2406.3,2408.7,2399.64,2406.3,206.32
1780187200000,2411.24,2413.65,2407.56,2411.24,363.93
1780188100000,2413.15,2417.04,2410.23,2413.15,121.41
1780189000000,2391.13,2395.75,2387.17,2391.13,277.18
1780189900000,2385.55,2388.31,2379.45,2385.55,198.03
1780190800000,2377.62,2380.0,2375.24,2377.62,223.23
1780191700000,2391.91,2394.3,2389.04,2391.91,345.64
1780192600000,2402.94,2411.64,2399.34,2402.94,388.37
1780193500000,2405.26,2409.49,2401.39,2405.26,67.66
1780194400000,2408.12,2410.53,2405.71,2408.12,395.26
1780195300000,2421.77,2424.74,2417.37,2421.77,347.45
1780196200000,2433.24,2437.12,2430.8,2433.24,140.28
1780197100000,2455.55,2458.01,2453.1,2455.55,68.0
1780198000000,2458.2,2464.23,2455.32,2458.2,132.27
1780198900000,2454.19,2456.65,2448.48,2454.19,264.45
1780199800000,2450.89,2453.34,2446.94,2450.89,182.01
1780200700000,2453.88,2457.76,2451.43,2453.88,159.49
1780201600000,2462.04,2464.5,2459.58,2462.04,128.27
1780202500000,2446.63,2450.52,2444.18,2446.63,331.74
1780203400000,2438.28,2441.76,2434.39,2438.28,370.21
1780204300000,2426.72,2429.63,2423.2,2426.72,283.29
1780205200000,2411.82,2416.22,2409.4,2411.82,56.68
1780206100000,2412.1,2416.61,2409.69,2412.1,66.19
1780207000000,2409.33,2411.74,2402.35,2409.33,153.79
1780207900000,2395.87,2399.56,2391.88,2395.87,68.83
1780208800000,2404.53,2406.93,2399.11,2404.53,73.65
1780209700000,2404.49,2406.9,2402.09,2404.49,389.35
1780210600000,2405.23,2407.64,2402.83,2405.23,245.71
1780211500000,2408.09,2410.5,2401.5,2408.09,278.71
1780212400000,2383.66,2387.15,2379.63,2383.66,81.93
1780213300000,2376.95,2383.71,2373.32,2376.95,150.02
1780214200000,2375.79,2378.17,2369.52,2375.79,378.54
1780215100000,2387.17,2389.56,2384.78,2387.17,203.53
1780216000000,2379.63,2383.83,2377.26,2379.63,385.62
1780216900000,2370.77,2378.63,2366.66,2370.77,296.12
1780217800000,2371.31,2373.68,2368.94,2371.31,358.64
1780218700000,2383.36,2386.13,2380.97,2383.36,392.6
1780219600000,2387.49,2390.62,2385.1,2387.49,286.84
1780220500000,2390.16,2392.55,2387.77,2390.16,153.35
1780221400000,2379.5,2382.79,2374.45,2379.5,350.38
1780222300000,2355.9,2359.21,2353.54,2355.9,384.54
1780223200000,2352.01,2354.44,2349.66,2352.01,128.57
1780224100000,2351.82,2354.17,2349.15,2351.82,264.14
1780225000000,2348.71,2351.06,2346.36,2348.71,309.56
1780225900000,2352.41,2354.76,2350.05,2352.41,344.36
1780226800000,2361.79,2364.15,2356.93,2361.79,314.06
1780227700000,2360.18,2362.54,2357.82,2360.18,77.64
1780228600000,2372.46,2374.83,2370.09,2372.46,66.5
1780229500000,2378.46,2380.84,2374.87,2378.46,224.07
1780230400000,2373.72,2376.22,2371.34,2373.72,212.22
1780231300000,2389.95,2393.93,2385.43,2389.95,333.15
1780232200000,2372.43,2377.11,2370.06,2372.43,92.49
1780233100000,2355.72,2358.08,2353.37,2355.72,144.24
1780234000000,2345.68,2350.27,2343.33,2345.68,149.42
1780234900000,2342.96,2346.83,2340.62,2342.96,275.19
1780235800000,2330.59,2332.92,2328.26,2330.59,296.88
1780236700000,2344.76,2352.28,2338.95,2344.76,289.11
1780237600000,2326.77,2332.67,2324.44,2326.77,325.71
1780238500000,2322.78,2325.64,2320.46,2322.78,248.82
1780239400000,2323.26,2331.32,2320.94,2323.26,209.11
1780240300000,2317.96,2321.78,2315.64,2317.96,185.59
1780241200000,2322.42,2325.63,2320.09,2322.42,61.26
1780242100000,2310.34,2312.65,2306.68,2310.34,199.77
1780243000000,2306.11,2313.04,2300.6,2306.11,106.71
1780243900000,2319.51,2321.83,2316.65,2319.51,128.44
1780244800000,2318.09,2326.84,2315.78,2318.09,137.35
1780245700000,2313.94,2318.49,2311.63,2313.94,75.57
1780246600000,2311.71,2319.51,2309.4,2311.71,247.86
1780247500000,2311.15,2316.61,2303.82,2311.15,56.85
1780248400000,2305.7,2308.05,2302.43,2305.7,140.96
1780249300000,2314.7,2317.01,2311.97,2314.7,166.42
1780250200000,2307.57,2311.12,2305.27,2307.57,201.34
1780251100000,2300.29,2302.59,2297.99,2300.29,249.82
1780252000000,2288.67,2290.96,2286.39,2288.67,143.67
1780252900000,2282.77,2285.05,2280.12,2282.77,151.17
1780253800000,2279.21,2281.49,2275.08,2279.21,280.8
1780254700000,2264.32,2267.17,2261.31,2264.32,59.81
1780255600000,2275.44,2277.71,2268.8,2275.44,255.04
1780256500000,2281.88,2284.42,2279.18,2281.88,193.3
1780257400000,2276.68,2280.07,2274.4,2276.68,118.37
1780258300000,2281.97,2284.26,2279.69,2281.97,223.72
1780259200000,2289.04,2291.33,2281.86,2289.04,202.39
1780260100000,2289.13,2298.25,2286.6,2289.13,390.15
1780261000000,2279.73,2282.01,2275.83,2279.73,66.37
1780261900000,2278.24,2280.52,2275.96,2278.24,297.48
1780262800000,2272.71,2274.99,2268.3,2272.71,201.06
1780263700000,2282.97,2285.25,2280.69,2282.97,252.16
1780264600000,2299.25,2301.55,2296.95,2299.25,109.54
1780265500000,2299.01,2303.56,2296.71,2299.01,387.44
1780266400000,2287.37,2291.17,2281.93,2287.37,360.8
1780267300000,2274.25,2278.57,2269.81,2274.25,127.57
1780268200000,2267.4,2270.52,2263.71,2267.4,146.86
1780269100000,2278.19,2280.46,2269.16,2278.19,325.01
1780270000000,2267.33,2269.6,2265.06,2267.33,89.39
1780270900000,2262.1,2265.26,2258.44,2262.1,111.4
1780271800000,2254.58,2256.83,2252.33,2254.58,363.64
1780272700000,2252.31,2255.96,2247.99,2252.31,174.72
1780273600000,2247.21,2251.14,2244.74,2247.21,259.85
1780274500000,2246.2,2256.33,2243.95,2246.2,176.05
1780275400000,2233.5,2235.74,2228.11,2233.5,167.31
1780276300000,2238.3,2240.54,2236.07,2238.3,69.18
1780277200000,2225.11,2227.34,2222.89,2225.11,315.05
1780278100000,2223.32,2225.54,2221.09,2223.32,202.75
1780279000000,2226.24,2230.54,2224.01,2226.24,328.77
1780279900000,2229.92,2232.15,2227.26,2229.92,170.1
1780280800000,2223.94,2226.17,2221.01,2223.94,74.01
1780281700000,2228.88,2233.96,2225.99,2228.88,217.57
1780282600000,2252.55,2254.8,2250.3,2252.55,151.49
1780283500000,2253.71,2256.42,2251.45,2253.71,226.7
1780284400000,2272.01,2274.28,2269.73,2272.01,209.47
1780285300000,2289.35,2292.37,2287.06,2289.35,349.14
1780286200000,2266.79,2270.29,2264.52,2266.79,196.36
1780287100000,2286.34,2289.11,2281.08,2286.34,263.68
1780288000000,2276.0,2278.28,2273.63,2276.0,311.92
1780288900000,2276.72,2279.13,2274.44,2276.72,117.99
1780289800000,2283.63,2286.33,2280.52,2283.63,204.34
1780290700000,2277.13,2279.41,2271.19,2277.13,225.1
1780291600000,2293.63,2295.92,2287.5,2293.63,94.08
1780292500000,2296.35,2299.86,2294.05,2296.35,94.01
1780293400000,2306.0,2310.86,2303.69,2306.0,127.72
1780294300000,2322.6,2324.93,2320.28,2322.6,171.11
1780295200000,2335.31,2337.64,2332.97,2335.31,155.96
1780296100000,2332.66,2335.85,2327.36,2332.66,384.15
1780297000000,2330.63,2332.96,2322.82,2330.63,206.14
1780297900000,2326.88,2329.9,2324.1,2326.88,181.72
1780298800000,2328.32,2330.65,2325.99,2328.32,349.95
1780299700000,2319.08,2323.75,2312.82,2319.08,258.43
1780300600000,2322.59,2326.4,2319.53,2322.59,228.67
1780301500000,2338.77,2341.13,2336.43,2338.77,117.07
1780302400000,2344.98,2347.33,2340.23,2344.98,319.27
1780303300000,2343.44,2349.57,2341.1,2343.44,286.18
1780304200000,2349.15,2351.5,2338.77,2349.15,357.76
1780305100000,2340.88,2343.22,2338.45,2340.88,160.98
1780306000000,2348.0,2350.35,2345.65,2348.0,98.93
1780306900000,2353.1,2356.25,2350.74,2353.1,256.05
1780307800000,2358.38,2360.74,2356.02,2358.38,371.25
1780308700000,2360.83,2363.19,2352.57,2360.83,199.96
1780309600000,2373.68,2376.06,2371.13,2373.68,382.96
1780310500000,2366.4,2368.77,2364.04,2366.4,140.66
1780311400000,2355.25,2357.6,2352.89,2355.25,363.33
1780312300000,2338.04,2342.82,2335.49,2338.04,269.59
1780313200000,2344.67,2350.07,2342.33,2344.67,382.61
1780314100000,2344.42,2351.33,2342.08,2344.42,115.91
1780315000000,2352.58,2354.93,2350.23,2352.58,139.68
1780315900000,2365.93,2368.3,2363.57,2365.93,216.32
1780316800000,2363.4,2367.35,2358.18,2363.4,163.79
1780317700000,2353.95,2356.3,2351.31,2353.95,59.1
1780318600000,2346.49,2348.84,2340.31,2346.49,112.44
1780319500000,2329.65,2335.26,2323.2,2329.65,365.52
1780320400000,2306.39,2309.38,2304.09,2306.39,355.1
1780321300000,2309.39,2313.16,2307.08,2309.39,319.32
1780322200000,2307.09,2309.4,2304.78,2307.09,272.13
1780323100000,2305.43,2310.72,2303.12,2305.43,263.78
1780324000000,2300.84,2303.15,2298.54,2300.84,180.68
1780324900000,2307.49,2309.79,2305.18,2307.49,112.91
1780325800000,2320.28,2322.6,2314.88,2320.28,242.86
1780326700000,2321.74,2324.26,2319.42,2321.74,386.94
1780327600000,2313.23,2315.54,2309.35,2313.23,119.94
1780328500000,2317.63,2319.95,2313.38,2317.63,289.85
1780329400000,2312.05,2316.78,2307.35,2312.05,83.23
1780330300000,2314.18,2317.63,2310.92,2314.18,160.26
1780331200000,2304.09,2308.71,2301.78,2304.09,71.62
1780332100000,2305.58,2308.9,2302.99,2305.58,116.93
1780333000000,2289.06,2291.35,2286.78,2289.06,89.62
1780333900000,2284.28,2286.56,2280.24,2284.28,325.38
1780334800000,2287.07,2292.5,2283.17,2287.07,57.91
1780335700000,2288.55,2292.72,2286.26,2288.55,129.02
1780336600000,2286.22,2288.5,2283.93,2286.22,143.4
1780337500000,2286.91,2292.19,2282.22,2286.91,81.05
1780338400000,2285.28,2288.66,2278.72,2285.28,128.36
1780339300000,2282.74,2291.22,2280.46,2282.74,62.26
1780340200000,2258.5,2260.76,2256.25,2258.5,275.06
1780341100000,2243.6,2245.84,2241.36,2243.6,69.72
1780342000000,2245.12,2247.36,2240.0,2245.12,395.4
1780342900000,2247.42,2249.66,2245.17,2247.42,264.81
1780343800000,2248.3,2250.55,2245.02,2248.3,244.38
1780344700000,2270.8,2273.07,2268.53,2270.8,151.07
1780345600000,2263.51,2265.78,2260.24,2263.51,111.54
1780346500000,2277.65,2281.45,2273.2,2277.65,317.22
1780347400000,2281.97,2284.25,2279.52,2281.97,246.4
1780348300000,2283.97,2289.68,2281.69,2283.97,96.32
1780349200000,2282.88,2285.78,2277.87,2282.88,50.62
1780350100000,2285.24,2287.52,2282.95,2285.24,342.31
1780351000000,2283.83,2286.11,2281.55,2283.83,59.88
1780351900000,2295.43,2297.73,2292.78,2295.43,197.8
1780352800000,2297.49,2301.43,2295.19,2297.49,321.1
1780353700000,2302.87,2305.17,2297.85,2302.87,155.2
1780354600000,2290.16,2292.45,2287.87,2290.16,311.31
1780355500000,2283.66,2287.69,2279.87,2283.66,310.21
1780356400000,2283.09,2285.38,2278.56,2283.09,315.14
1780357300000,2280.31,2283.57,2278.03,2280.31,149.83
1780358200000,2291.85,2298.82,2289.55,2291.85,113.74
1780359100000,2294.36,2296.66,2291.48,2294.36,335.41
1780360000000,2289.12,2293.76,2286.83,2289.12,228.63
1780360900000,2265.22,2267.48,2262.83,2265.22,110.35
1780361800000,2274.97,2279.36,2272.69,2274.97,75.44
1780362700000,2273.16,2280.58,2270.53,2273.16,226.0
1780363600000,2261.74,2269.05,2258.88,2261.74,238.13
1780364500000,2243.19,2247.04,2240.95,2243.19,183.03
1780365400000,2236.71,2238.94,2234.01,2236.71,251.49
1780366300000,2233.74,2239.73,2228.04,2233.74,63.07
1780367200000,2224.72,2226.95,2222.32,2224.72,235.41
1780368100000,2229.09,2234.41,2224.24,2229.09,115.9
1780369000000,2220.68,2224.41,2218.46,2220.68,353.65
1780369900000,2201.33,2203.53,2198.67,2201.33,269.85
1780370800000,2198.77,2200.97,2196.58,2198.77,163.32
1780371700000,2207.72,2209.92,2205.51,2207.72,107.69
1780372600000,2212.09,2214.3,2207.9,2212.09,208.52
1780373500000,2215.91,2221.59,2212.96,2215.91,342.53
1780374400000,2220.74,2225.02,2218.1,2220.74,299.21
1780375300000,2221.63,2223.85,2219.41,2221.63,158.01
1780376200000,2227.09,2229.6,2224.87,2227.09,220.33
1780377100000,2213.48,2221.69,2211.26,2213.48,162.45
1780378000000,2227.52,2233.12,2225.19,2227.52,209.22
1780378900000,2229.95,2232.54,2223.66,2229.95,297.28
1780379800000,2226.85,2229.07,2224.62,2226.85,293.94
1780380700000,2231.95,2239.77,2227.92,2231.95,85.73
1780381600000,2225.49,2227.72,2223.27,2225.49,265.92
1780382500000,2229.53,2233.19,2224.21,2229.53,105.03
1780383400000,2223.53,2225.75,2219.8,2223.53,364.95
1780384300000,2227.52,2231.24,2225.3,2227.52,288.07
1780385200000,2222.85,2225.82,2218.52,2222.85,52.21
1780386100000,2211.9,2215.2,2204.95,2211.9,159.03
1780387000000,2203.36,2207.42,2201.16,2203.36,149.56
1780387900000,2204.63,2207.34,2202.32,2204.63,135.09
1780388800000,2202.07,2206.74,2199.86,2202.07,149.42
1780389700000,2202.76,2204.97,2200.56,2202.76,373.19
1780390600000,2197.11,2205.53,2194.91,2197.11,189.82
1780391500000,2212.8,2215.01,2210.28,2212.8,203.11
1780392400000,2225.83,2228.92,2220.31,2225.83,297.54
1780393300000,2235.72,2240.29,2230.17,2235.72,279.4
1780394200000,2231.03,2233.26,2226.58,2231.03,274.11
1780395100000,2240.02,2242.26,2237.41,2240.02,53.94
1780396000000,2252.24,2254.49,2249.99,2252.24,101.58
1780396900000,2248.21,2250.47,2245.96,2248.21,162.72
1780397800000,2235.1,2237.33,2227.09,2235.1,164.79
1780398700000,2240.34,2242.58,2238.1,2240.34,93.38
1780399600000,2250.51,2252.76,2247.49,2250.51,171.63
1780400500000,2252.72,2254.98,2250.47,2252.72,74.76
1780401400000,2254.54,2256.83,2252.28,2254.54,74.2
1780402300000,2270.59,2272.86,2268.32,2270.59,62.36
1780403200000,2279.89,2282.6,2275.81,2279.89,135.99
1780404100000,2292.58,2294.87,2286.63,2292.58,145.63
1780405000000,2286.77,2289.95,2281.4,2286.77,303.07
1780405900000,2282.8,2289.01,2279.66,2282.8,358.42
1780406800000,2288.66,2294.81,2282.83,2288.66,69.86
1780407700000,2286.12,2290.67,2283.63,2286.12,282.0
1780408600000,2290.49,2292.89,2288.2,2290.49,93.7
1780409500000,2290.94,2295.11,2284.8,2290.94,263.86
1780410400000,2280.5,2285.29,2278.22,2280.5,357.32
1780411300000,2291.81,2294.68,2288.1,2291.81,346.44
1780412200000,2297.62,2300.05,2295.33,2297.62,139.4
1780413100000,2292.85,2299.41,2287.82,2292.85,187.76
1780414000000,2287.32,2290.06,2283.29,2287.32,259.47
1780414900000,2289.49,2291.78,2287.2,2289.49,312.29
1780415800000,2274.74,2278.12,2270.09,2274.74,268.77
1780416700000,2295.92,2298.21,2293.62,2295.92,288.32
1780417600000,2289.83,2293.19,2286.34,2289.83,193.57
